index,full_date,Event,Location,Latitude,Longitude
444,9/29/2025,QPL Baisley Park Library Groundbreaking,"117-11 Sutphin Blvd., Jamaica NY 11436",40.68023584,-73.79186905
445,9/29/2025,Community Board 13 General Board meeting,"240-15 Hillside Avenue, Bellerose, 11426",40.73380943,-73.72585602
446,9/30/2025,Scams Presentation at Elmcor Golden Phoenix Club Three,"96-05 Horace Harding Expressway, Corona NY 11372",40.73476148,-73.86346959
447,9/30/2025,108th Precinct Council Meeting,"43-31 39th Street, Sunnyside NY 11104",40.7449613,-73.92580155
448,9/30/2025,Rosedale Civic Association,"247-11 Francis Lewis Blvd, Rosedale, NY 11422",40.66368231,-73.73365488
449,9/30/2025,Flyer Dropoff at QPL St. Albans Library,"191-05 Linden Blvd, St. Albans NY 11412",40.69244602,-73.76003184
450,10/2/2025,Federated Block of Laurelton,"Evangel Temple 227-10 Merrick Blvd Laurelton, NY",40.6767233,-73.7427561
451,10/5/2025,Woodhaven Street Fair,Along Jamaica Avenue From 80th Street to Woodhaven Blvd,40.69265514,-73.85670948
452,10/6/2025,Community Board 11 Meeting,"3224 Corporal Kennedy St., Bayside",40.77150297,-73.78069029
453,10/6/2025,102 pct Community Council Meeting,110-08 Jamaica Avenue NY 11418,40.6963813,-73.83766352
454,10/7/2025,111th Precinct Community Council Meeting,"4506 215 St., Bayside",40.76023729,-73.76758706
455,10/7/2025,UNCA,Roy Wilkins Park,40.68736247,-73.77199153
456,10/8/2025,Ravenswood Houses Resident Association,"35-40 21 Street, Long Island City",40.76049387,-73.93670254
457,10/8/2025,Community Board 5 Meeting,"6802 Metropolitan Ave., Middle Village",40.71169516,-73.88821991
458,10/8/2025,106 Precinct Council Meeting,"106 Precinct 103-53 101st St, South Ozone Park, NY 11417",40.68219813,-73.83973593
459,10/8/2025,109th Precinct Community Council Meeting,143-11 Roosevelt Ave,40.76155147,-73.82405675
460,10/9/2025,South Jamaica Houses Resident Association,"109-04 160th Street Jamaica, NY 11433",40.69388593,-73.79219071
461,10/9/2025,QPL QDA Mobile Office St. Albans,"191-05 Linden Blvd, St. Albans, NY 11412",40.69244602,-73.76003184
462,10/9/2025,Community Board 2 Meeting,Sunnyside Community Services 43-31 39th Street,40.7449613,-73.92580155
463,10/9/2025,Hate Crime Prevention Workshop,"59-15 37th Avenue, Woodside NY 11377",40.74988363,-73.90275312
464,10/9/2025,Rockaway Beach Civic Association Meeting,333 Beach 90 Street in Rockaway Beach,40.58869727,-73.81533855
465,10/14/2025,Community Board 9 Monthly Meeting,Queens Borough Hall,40.71363624,-73.82820857
466,10/14/2025,103 Precicnt Community Council Meeting,"94-20 Guy R Brewer Blvd, Jamaica, NY 11451",40.70181399,-73.79600319
467,10/14/2025,Woodside Houses Resident Association,"50-37 Broadway, Woodside, NY 11377",40.75513118,-73.90957995
468,10/14/2025,LAHM x Elmcor Housing Resource Fair,"34-49107th Street, Queens, NY 11368",40.75476901,-73.86115001
469,10/15/2025,Community Board 12,172-17 Linden Blvd St. Albans 11412,40.69232907,-73.7775818
470,10/15/2025,Astoria Houses Resident Association,4-05 Astoria Boulevard,40.77327391,-73.93373017
471,10/15/2025,112th Precinct Community Council,American Legion Hall,40.70979624,-73.84556535
472,10/16/2025,Maspeth Senior Center Visit,"6961 Grand Ave., Maspeth",40.72716383,-73.8935681
473,10/16/2025,Flushing Town Hall Gala Honoring Jeff Rosenstock,"13735 Northern Blvd., Flushing",40.7637754,-73.83004924
474,10/16/2025,Community Board 6 Monthly Meeting,Queens Borough Hall,40.71363624,-73.82820857
475,10/16/2025,Senior Appreciation Month: Senior Luncheon - Assemblymember Clyde Vanel,172-17 Linden Blvd St. Albans 11412,40.69232907,-73.7775818
476,10/17/2025,Senior Appreciation Month: Senior Movie Day - Assemblymember Alicia Hyndman,"177-01 Baisley Boulevard, Jamaica, NY 11434",40.68673573,-73.76883428
477,10/21/2025,104th Precinct Community Council,"7425 Grand Ave., Elmhurst",40.73046193,-73.88699344
478,10/21/2025,115th Precinct Commuity Council Meeting,92-15 Northern Boulevard,40.75674512,-73.87565085
479,10/22/2025,Community Board 8 Monthly Meeting,183-02 Union Turnpike in Fresh Meadows,40.72766663,-73.7851104
480,10/22/2025,PSA 9 Precinct Community Council Meeting,67-09 Kissena Boulevard,40.7351702,-73.81409095
481,10/23/2025,Forest Hills Senior League Visit,"6807 Burns St., Forest Hills",40.72153231,-73.85184615
482,10/23/2025,Pomonok Houses Resident Association Meeting,67-09 Kissena Boulevard,40.7351702,-73.81409095
483,10/23/2025,DAK Presentation on Elder Fraud,"143-22 109th Avenue Jamaica, NY 11435",40.68851263,-73.80306766
484,10/23/2025,QDA Diwali Celebration,"37-11 57th Street, Woodside NY",40.74995857,-73.90528503
485,10/27/2025,Community Board 13 General Board meeting,172-17 Linden Blvd,40.69232907,-73.7775818
486,10/28/2025,114th Precinct Community Council,25-22 Astoria Blvd.,40.77101455,-73.92208999
487,10/28/2025,107th Precinct Community Council,71-01 Parsons Blvd,40.73012493,-73.81073991
488,10/28/2025,108th Precinct Community Council,43-31 39th Street Sunnyside NY,40.7449613,-73.92580155
489,10/29/2025,Forest Hills Chamber of Commerce October Meeting,"1 Tennis Pl, Forest Hills, NY 11375",40.71953482,-73.84712395
490,10/29/2025,105th Precinit Council Meeting,"92 -08 222nd Street, Queens Village",40.72620098,-73.735144
491,10/30/2025,116th Precinct Council Meeting,"244-04 North Conduit Avenue, Jamaica, NY 11422",40.66646092,-73.73346173
492,10/30/2025,QOL QDA Mobile Office Mitchell-Linden Queens Public Library,"31-32 Union St, Flushing, NY 11354",40.76915521,-73.82681323
493,11/3/2025,102 pct Community Council Meeting,110-08 Jamaica Avenue NY 11418,40.6963813,-73.83766352
494,11/5/2025,QPL QDA Mobile Office North Forest Park Queens Public Library,"98-27 Metropolitan Ave, Forest Hills, NY 11375",40.71104324,-73.85361939
495,11/13/2025,Community Board 9 Monthly Meeting,Queens Borough Hall,40.71363624,-73.82820857
496,11/11/2025,Woodside Houses Resident Association,"50-37 Broadway, Woodside, NY 11377",40.75513118,-73.90957995
497,11/12/2025,Community Board 8 Monthly Meeting,183-02 Union Turnpike in Fresh Meadows,40.72766663,-73.7851104
498,11/12/2025,Queensbridge Resident Association Meeting,"10-25 41st Street, Long Island City",40.75561109,-73.94453675
499,11/12/2025,Ravenswood Houses Resident Association,"35-40 21 Street, Long Island City",40.76049387,-73.93670254
500,11/13/2025,South Jamaica Houses Resident Association,"109-04 160th Street Jamaica, NY 11433",40.69388593,-73.79219071
501,11/15/2025,Congregation Zichron K'Doshim Meeting,"99-07 66 Ave., Rego Park",40.72852113,-73.85453561
502,11/18/2025,104th Precinct Community Council,"66-05 79th Pl, Middle Village",40.71571344,-73.87294774
503,11/19/2025,Astoria Houses Resident Association,4-05 Astoria Boulevard,40.77327391,-73.93373017
504,11/19/2025,112th Precinct Community Council,American Legion Hall,40.70979624,-73.84556535
505,11/20/2025,QPL QDA South Hollis Queens Public Library,"204-01 Hollis Ave South, South Hollis, NY 11412",40.70690326,-73.75374125
506,11/25/2025,107th Precinct Community Council,"107th pct, 71-01 Parsons Blvd",40.73012493,-73.81073991
507,11/20/2025,Pomonok Houses Resident Association Meeting,67-09 Kissena Boulevard,40.7351702,-73.81409095
508,12/9/2025,Community Board 9 Monthly Meeting,Queens Borough Hall,40.71363624,-73.82820857
509,12/9/2025,Woodside Houses Resident Association,"50-37 Broadway, Woodside, NY 11377",40.75513118,-73.90957995
510,12/10/2025,Queensbridge Resident Association Meeting,"10-25 41st Street, Long Island City",40.75561109,-73.94453675
511,12/10/2025,Ravenswood Houses Resident Association,"35-40 21 Street, Long Island City",40.76049387,-73.93670254
512,12/11/2025,South Jamaica Houses Resident Association,"109-04 160th Street Jamaica, NY 11433",40.69388593,-73.79219071
513,12/17/2025,Astoria Houses Resident Association,4-05 Astoria Boulevard,40.77327391,-73.93373017
514,2/20/2020,How to Decrease Hate and Anti-Semitism,147-02 Newport Ave. Rockaway Park,40.5728,-73.865107
515,8/23/2023,Street co-naming ceremony,129 Street and Newport Avenue Belle Harbor Rockaway,40.5753332,-73.8564988
516,1/10/2023,Community Board 14 Monthly Meeting,333 90th Street Rockaway Beach,40.57661,-73.84276
517,2/15/2023,Community Board 14 Meeting,333 90 Street Rockaway Beach,40.57661,-73.84276
518,3/4/2023,Queens County St. Patrick's Day Parade in Rockaway,129 Street Belle Harbor,40.57661,-73.84276
519,3/14/2023,Community Board 14 Meeting,330 90th Street Rockaway Beach,40.57661,-73.84276
520,4/11/2023,Community Board 14 Meeting,330 90th Street Rockaway Beach,40.57661,-73.84276
521,5/9/2023,Community Board 14 General Meeting,333 90th Street Rocaway Beach,40.57661,-73.84276
522,10/10/2023,Community Board 14,330 90th Street Rockaway Beach,40.57661,-73.84276
523,10/25/2023,100th Precinct Community Council Meeting,330 90th Street Rockaway Beach,40.57661,-73.84276
524,3/5/2022,Queens County St. Patrick's Day Parade in Rockaway,129th Street Rockaway,40.57661,-73.84276
525,11/9/2022,Community Board 14 Meeting,333 90 Street Rockaway Beach,40.57661,-73.84276
526,12/13/2022,Community Board 14 Meeting,333 90th Street Rockaway Beach,40.57661,-73.84276
527,9/21/2021,Belle Harbor Property Owners Civic September Meeting,400 135 Street in Belle Harbor,40.5777034,-73.8543727
528,9/11/2020,9/11 Memorial Prayer,116th Street Ocean Promenade,40.57782284,-73.83603468
529,9/11/2020,"911 Memorial Prayer PBQS, PBQN,  &     107 PCT",116th St.,40.57782284,-73.83603468
530,6/29/2021,100 Precinct Sector C Build the Block,126 Street,40.5783986,-73.8463261
531,8/27/2020,BBQ and Basketball Showcase,,40.5797557,-73.8298935
532,6/11/2023,Lew Simon Street Co-Naming,116TH Street and Rockaway Beach Boulevard Rockaway Park,40.579812,-73.8372
533,9/11/2023,Rockaway 9/11 Tribute,116th Street and Beach Channel Dr Rockaway Park,40.580355,-73.837515
534,12/7/2022,Rockaway Beach Christmas Tree Lighting,116TH Street and Beach Channel Drive Rockaway Park,40.580355,-73.837515
535,11/19/2020,100 Sector B  Build The Block,107-10 Shore Front Parkway ROckaway Park,40.580585,-73.828117
536,8/12/2020,100 PCT Build The Block Sector A,Beach Channel Drive,40.581408,-73.851585
537,9/8/2021,Build the Block 100th Precinct Sector C,533 126 Street Belle Harbor,40.5814835,-73.8485186
538,10/20/2023,Rockaway DV Awareness Event,Rockaway Beach Boulevard,40.581493,-73.829978
539,5/14/2022,Fathers Alive in the Hood Peace Walk in Far Rockaway,Rockaway Beach Boulevard,40.581493,-73.829978
540,9/17/2020,Shooting Response Event,29-40 Rockaway Beach Blvd,40.581551,-73.829821
541,8/3/2021,National Night Out 100 PCT,Rockaway B94 Street,40.5831371,-73.8226618
542,9/25/2020,Sheltering Arms Shooting Response,84th Street Rockaway Beach Blvd.,40.5831371,-73.8226618
543,9/25/2020,Rock Safe Streets Shooting Response,84th Street Rockaway Bch Blvd,40.5831371,-73.8226618
544,9/10/2022,PBQS Annual Prayer for the NYPD 9/11 2001 Class,97th Street,40.5832731,-73.8177537
545,8/6/2024,NNO 100,94th St.,40.5835303,-73.8155148
546,6/25/2022,Rockaway Park Resource Fair,100-00 Beach Channel Drive Rockaway Beach,40.585879,-73.823193
547,//29,Queens Royal Priest Hood Mural Unveiling,100-00 Beach Channel Drive Rockaway Beach,40.585879,-73.823193
548,7/11/2024,Queens Public Library Mobile Office Tabling Event Peninsula,92-25 Rockaway Beach Blvd Rockaway Beach,40.585941,-73.816131
549,8/1/2023,NNO 100,94th Street,40.5859824,-73.8165664
550,8/2/2022,NNO 100,94th Street,40.5859824,-73.8165664
551,11/6/2020,100 Sector A  Build The Block,,40.5860224,-73.8166259
552,6/11/2024,Community Board 14 Meeting,333 Rockaway Beach Boulevard Rockaway Beach,40.586081,-73.815817
553,8/28/2021,Rock Safe Streets Beachfest,59 Street Arverne,40.5862899,-73.806186
554,1/18/2021,Black Surfing Association MLK March,91st Street Boardwalk,40.5867852,-73.8146519
555,8/21/2020,NYPD Far Rockaway Colts Community Event,86th ROckaway Beach Blvd.,40.5876429,-73.8106295
556,4/22/2023,Denim Day,84th Street,40.5881894,-73.8093362
557,10/10/2020,Hammel Houses NYCHA Bld The Block,81-14 ROckaway Beach Blvd. Far Rockaway,40.588364,-73.808297
558,3/12/2024,Community Board 14 Meeting,333 90 Street,40.5886964,-73.8153226
559,3/27/2024,100th Precinct Community Council Meeting,330 90th Street Rockaway Beach,40.5886964,-73.8153226
560,6/13/2023,Community Board 14 Meeting,333 90th Street Rockaway Beach,40.5886964,-73.8153226
561,10/21/2023,American Legion Legislative Breakfast,330 90th Street,40.5886964,-73.8153226
562,12/12/2023,Community Board 14 Meeting,330 90 Street Rockaway Beach,40.5886964,-73.8153226
563,7/7/2022,Rockaway Beach Civic Association Meeting,333 90 Street,40.5886964,-73.8153226
564,9/13/2022,Community Board 14 Meeting,333 90 Street Rockaway Beach,40.5886964,-73.8153226
565,10/11/2022,Community Board 14 Meeting,333 90 Street Rockaway Beach,40.5886964,-73.8153226
566,8/12/2021,Rockaway Beach Civic Association August Meeting,333 90th Street Rockaway Beach,40.5886964,-73.8153226
567,10/1/2020,RBCA,333 90th Street Knights,40.588707,-73.8153267
568,11/5/2022,3rd Annual Far Rockaway Peace Treaty,84-16 Rockaway Beach Blvd Far Rockaway,40.589014,-73.81036
569,12/15/2021,Toyland Event with NYC 100 Strong,183 2-45 Beach 79th Street,40.5892142,-73.8060291
570,4/27/2024,Denim Day In Rockaway,Hammel's Park 84th Street,40.589711,-73.805826
571,5/19/2021,Shooting Response in Arverne,115 56 Place,40.5902574,-73.7873092
572,1/31/2024,100 Precinct Community Council Meeting,330 90 Street Rockaway Beach,40.590692,-73.809749
573,2/13/2024,Community Board 14 Meetings,333 90 Street Rockaway Beach,40.590692,-73.809749
574,2/28/2024,100th Precinct Community Council Meeting,333 90 Street in Rockaway Beach,40.590692,-73.809749
575,4/9/2024,Community Board 14 Meeting,333 90 Street in Rockaway Beach,40.590692,-73.809749
576,4/17/2024,100th Precinct Community Council Meeting,330 90th Street Rockaway Beach,40.590692,-73.809749
577,5/14/2024,Community Board 14 Meeting,330 90th Street in Rockaway Beach,40.590692,-73.809749
578,9/12/2023,Community Board 14 Meeting,333 90 Street Rockaway Beach,40.590692,-73.809749
579,11/14/2023,Community Board 14 Meeting,330 90  Strett Rockaway Beach,40.590692,-73.809749
580,6/13/2021,New Hope Missionary Baptist,221 86th St. Queens,40.590692,-73.809749
581,7/8/2021,Rockaway Beach Civic Association July Meeting,333 90th Street Rockaway Beach,40.590692,-73.809749
582,10/31/2021,First Congregational Church,320 94th Street Rockaway Beach,40.590692,-73.809749
583,6/29/2021,Vigil for Shooting Victim Angel Caraballo,113 56 Street Far Rockaway,40.5911228,-73.7856074
584,10/7/2021,Queens Royal Priest Hood Annual 5K (DA is co-sponsor),90 Street Starting,40.59138807,-73.77738732
585,4/9/2022,Rock Safe Streets Shooting Response,57-15 ShoreFront Parkway Far Rockaway,40.591587,-73.787667
586,8/22/2020,Gun Buyback #2,,40.59198314,-73.79568063
587,6/30/2022,Senator Sanders Gun Violence Community Conversation,330 67 Street,40.591996,-73.795678
588,10/16/2022,Pastor Grey 30TH Anniversary Service,330 67 Street6 Arverne,40.591996,-73.795678
589,8/19/2021,NAN Community Day,330 67 Street Arverne,40.591996,-73.795678
590,8/28/2021,Mt. Carmel Church Summer Jubilee,348 71 Street in Arverne,40.5920086,-73.7998991
591,7/29/2023,Peace Treaty Walk in Far Rockaway,59 Street Boardway,40.5921333,-73.7889274
592,5/26/2023,BP Civic Engagement Resource Fair,207 73rd St Arverne,40.5923,-73.793273
593,10/31/2021,Mount Carmel Baptist Church,338 70th Street Averne,40.5923,-73.793273
594,10/31/2021,Battalion Pentecostal Assembly Inc.,454 67th Street Arverne,40.5923,-73.793273
595,6/5/2021,Hope Day Community Event,57,40.5929364,-73.7884805
596,8/12/2023,Oceanside Apartments Family Day,,40.5938454,-73.7861605
597,3/16/2022,Meeting with newly-appointed principal at Goldie Maple School,3-65 56 Street Arverne,40.593987,-73.786652
598,8/14/2020,Cops vs. Kids Basketball Event,17th Street Playground,40.5943811,-73.7503498
599,6/17/2022,"Our Boys, Our Men, Our Fathers Junteenth Event",365 57 Street Far Rockaway,40.5944566,-73.7876799
600,8/5/2023,Pretty Ricky Concert and BBQ,,40.59453,-73.7496766
601,10/7/2023,Queens Royal Priesthood 5K and Resource Fair,O'Donohue Park Seagirt Boulevard,40.59453,-73.7496766
602,10/8/2022,Queens Royal Priesthood Annual 5K,,40.59453,-73.7496766
603,7/20/2021,Spirit Week/Service Day Event,14 Street and Seagirt Blvd,40.59453,-73.7496766
604,8/3/2021,National Night Out 101 PCT,101 Precinct O'Donohue Park Beach 17th Street,40.59453,-73.7496766
605,6/25/2022,Rock Safe Streets Peacefest,54 Street Far Rockaway,40.5946528,-73.7844994
606,9/30/2021,101 Precinct Sector D Build the Block,57-10 Beach Channel Drive Far Rockaway,40.594769,-73.78767
607,2/4/2021,Rock Safe Streets Shooting Response,53 Street,40.5951016,-73.7836117
608,10/1/2020,Shooting Response at 31st Street,31st Street,40.5952339,-73.7531899
609,10/31/2020,Rockaways Trunk or Treat,49-01 Beach Channel Drive,40.595445,-73.781277
610,8/4/2022,Queens Royal Priest Hood Shooting Response,38th Street,40.5960078,-73.7706287
611,6/30/2022,Queens Defenders Healthy Relationships BBQ,17 Street Boardwalk,40.5962911,-73.7512413
612,9/27/2020,A Father's Love Day,17th Street Far Rockaway,40.5962911,-73.7512413
613,10/29/2021,Rock Safe Streets Shooting Response,426 40th Street Far Rockaway,40.5965565,-73.7716332
614,10/14/2021,Rock Safe Street Office Ribbon Cutting Event,34-11 Beach Channel Drive Far Rockaway,40.596639,-73.76736
615,8/1/2023,NNO 101,Beach 17th St.,40.596932,-73.750948
616,10/28/2023,Flying 360 DV 5k and Lunch,Beach 17th Street,40.596932,-73.750948
617,8/2/2022,NNO 101,Beach 17th St.,40.596932,-73.750948
618,9/29/2021,CM Brooks-Powers Senior Dance Event,Beach 17th Street Far Rockaway,40.596932,-73.750948
619,7/23/2022,Queens Royal Priesthood Safe Summer,32 Street Boardwalk,40.5980231,-73.7654683
620,6/19/2021,Youth Summit in Far Rockaway,701 Bay 32 St Far Rockaway,40.598762,-73.767437
621,6/19/2021,Juneteenth Basketball Tournament/Family & Friends Reunion,701 Bay 32 St Far Rockaway,40.598762,-73.767437
622,11/17/2020,Watch Dogs Far Rockaway Community  Football & Basketball Showcase,701 Bay 32 St Far Rockaway,40.598762,-73.767437
623,6/30/2022,Queens Community Justice Center Health Day Event,701 Bay 32 St. Far Rockaway,40.598804,-73.765872
624,9/10/2022,March for Witness in Rockaway,701 Bay 32 Street Far Rockaway,40.598804,-73.765872
625,7/28/2022,Camping Event in Far Rockaway,,40.599056,-73.7691138
626,7/18/2021,Far Rockaway Health and Fitness Day,,40.599056,-73.7691138
627,8/28/2021,Loquacious TV Back to School Giveaway,,40.599056,-73.7691138
628,9/27/2020,Sunday Funday SOftball Game and Basketball Showcase,,40.599056,-73.7691138
629,9/27/2020,Softball Game Sunday Sector CHarlie,,40.599056,-73.7691138
630,7/26/2023,St. John's Hospital Street Re-Naming,20th Street,40.5995058,-73.7540711
631,6/26/2020,696 SHooting Response Event,,40.5998931,-73.7448437
632,2/8/2023,109 Precinct Community Council,143-11 Roosevelt Avenue.,40.601299,-73.745267
633,3/8/2023,109 Precinct Community Council Meeting,143-11 Roosevelt Ave,40.601299,-73.745267
634,3/8/2023,106th Precinct Commnity Council,143-11 Roosevelt Ave,40.601299,-73.745267
635,9/14/2022,109 Precinct Community Council Meeting,143-11 Roosevelt Avenue.,40.601299,-73.745267
636,10/13/2021,109 Precinct Community Council meeting,143-11 Roosevelt Avenue.,40.601299,-73.745267
637,10/14/2020,109 PCT Council Meeting,143-11 Roosevelt Ave,40.601299,-73.745267
638,11/11/2020,109 Precinct council meeting,143-11 Roosevelt Ave,40.601299,-73.745267
639,12/9/2020,109 Precinct Community Council Meeting,143-11 Roosevelt Ave,40.601299,-73.745267
640,8/6/2024,NNO 101,Rockaway,40.601475,-73.76191
641,6/27/2023,Queens Justice Center Spirit Week - Healthy Relationships Resource Fair,21 Street Plaza Far,40.601475,-73.76191
642,8/10/2023,Camping In The Park (Far Rockaway),Rockaway,40.601475,-73.76191
643,6/19/2021,Senator Sanders Juneteenth Men's Health Fair,15th Street Far Rockaway,40.601475,-73.76191
644,8/12/2021,101 Precinct Sector C Build the Block,426 40th Street Far,40.601475,-73.76191
645,9/27/2020,A Fathers Love,17th Street Far Rockaway,40.601475,-73.76191
646,11/2/2023,Community Board 10 Meeting,163-15 Cross Bay Boulevard Howard Beach,40.601639,-73.820264
647,10/6/2022,Community Board 10 General Meeting,163-15 Cross Bay Boulevard Howard Beach,40.601639,-73.820264
648,11/3/2022,Community Board 10 General Meeting,163-15 Cross Bay Boulevard Howard Beach,40.601639,-73.820264
649,9/2/2021,Community Board 10 September Meeting,163-15 Cross Bay Boulevard Howard Beach,40.601639,-73.820264
650,7/23/2021,Masjid Al Abidin,14-51 Gateway Blvd. Far Rockaway,40.601858,-73.74905
651,7/24/2021,Far Rockaway Peace Treaty,14-51 Gateway Blvd. Far Rockaway,40.601858,-73.74905
652,3/30/2022,Rock Safe Streets Shooting Responses,,40.6021116,-73.7577178
653,10/3/2020,Queens Defenders Hispanic heritage,,40.6022843,-73.7532588
654,7/11/2024,Visit to the 100th Precinct,100th 92-24 Rockaway Beach Blvd. Rockway Beach,40.602636,-73.819273
655,5/28/2020,Queens Defenders Opening of Justice Court Far Rockaway,,40.6040483,-73.752156
656,12/18/2020,Queens Defenders Coat Drive,1922 Mott Ave.,40.6040483,-73.752156
657,8/27/2022,Rockaway Development & RevitalizationCorp. Queens Carnival Parade,21st St Far Rockaway,40.6045609,-73.7535227
658,12/10/2022,AGAPE Coat Drive with Selvena Brooks-Powers,1725 Village Lane Far Rockaway,40.605294,-73.752926
659,9/2/2021,101 Precinct Build the Block Sector B,728 Empire Avenue Far,40.606526,-73.744117
660,3/20/2024,101 Precinct Council Meeting,1332 Central Avenue in Far Rockaway,40.606866,-73.750181
661,11/15/2023,101 Precinct Council Meeting,1332 Central Avenue in Far Rockaway,40.606866,-73.750181
662,10/20/2021,101 Precinct Community Council meeting,1332 Central Avenue Far Rockaway,40.606866,-73.750181
663,11/17/2021,101 Precinct Community Council November Meeting,1332 Central Avenue Far Rockaway,40.606866,-73.750181
664,6/16/2021,101 Precinct Community Council Meeting,1332 Central Avenue (COGCA),40.60690105,-73.7502216
665,1/19/2022,101 Precinct Community Council Meeting,1332 Central Avenue in Far Rockaway,40.6069088,-73.750199
666,2/16/2022,101 Precinct Community Council Meeting,1332 Central Avenue in Far Rockaway,40.6069088,-73.750199
667,3/16/2022,101 Precinct Community Council,1332 Central Avenue Far Rockaway,40.6069088,-73.750199
668,5/18/2022,101st Precinct Community Council,1332 Central Avenue Far Rockaway,40.6069088,-73.750199
669,6/15/2022,101st Precinct Community Council,1332 Central Avenue Far Rockaway,40.6069088,-73.750199
670,7/20/2022,101 Precinct Council Meeting,1332 Central Avenue Far Rockaway,40.6069088,-73.750199
671,10/19/2022,101 Precinct Commuity Council Meeting,1332 Central Avenue in Far Rockaway,40.6069088,-73.750199
672,7/21/2021,101 Precinct Community Council Meeting,13-32 Central Avenue Far Rockaway,40.6069088,-73.750199
673,9/29/2021,101 Precinct Community Council Meeting,1332 Central Avenue Far Rockaway,40.6069088,-73.750199
674,12/15/2021,101 Precinct Community Council December Meeting,1332 Central Avenue in Far Rockaway,40.6069088,-73.750199
675,2/21/2024,101 Precinct Community Council Meeting,1332 Central Avenue in Far,40.606941,-73.750054
676,5/15/2024,101 Precinct Council Meeting,1332 Central Ave Far Rockaway,40.606941,-73.750054
677,6/26/2024,101 Precinct Community Council Meeting,1332 Central Ave Far Rockaway,40.606941,-73.750054
678,2/15/2023,101 Precinct Council Meeting,1332 Central Ave Far Rockaway,40.606941,-73.750054
679,3/15/2023,101 Precinct Community Council Meeting,1332 Central Ave Far Rockaway,40.606941,-73.750054
680,4/19/2023,101 Precinct Community Council Meeting,1332 Central Ave Far Rockaway,40.606941,-73.750054
681,5/17/2023,101 Precinct Community Council Meeting,1332 Central Ave Far Rockaway,40.606941,-73.750054
682,6/21/2023,101 Precinct Community Council Meeting,1332 Central Ave Far Rockaway,40.606941,-73.750054
683,9/20/2023,101 Precinct Community Council Meeting,1332 Central Ave Far Rockaway,40.606941,-73.750054
684,10/18/2023,101 Precinct Council Meeting,1332 Central Ave Far Rockaway,40.606941,-73.750054
685,10/18/2023,Queens Village Civic Association Monthly Meeting,1332 Central Ave Far Rockaway,40.606941,-73.750054
686,12/20/2023,101 Precinct Community Council Meeting,1332 Central Ave Far,40.606941,-73.750054
687,2/24/2022,A J Vision Roller Sk8 Project,1332 Central Ave Far Rockaway,40.606941,-73.750054
688,9/21/2022,101 Precinct Community Council Meetings,1332 Central Ave Far Rockaway,40.606941,-73.750054
689,10/28/2022,Governor Hochul's Visit to Far Rockaway,1414 Central Ave Far Rockaway,40.606941,-73.750054
690,11/16/2022,101st Precinct Council Meeting,1332 Central Avenue Far,40.606941,-73.750054
691,11/19/2022,Gun Buy Back,1332 Central Avenue Far Rockaway,40.606941,-73.750054
692,12/21/2022,101st Precinct Community Council,1332 Central Ave Far Rockaway,40.606941,-73.750054
693,6/13/2021,First Baptist Church,1510 Redfern Ave Far Rockaway,40.608419,-73.752121
694,5/16/2021,Fathers Alive in the Hood Walk & Prayer Cyphers,Hassock Street Far,40.608628,-73.753042
695,7/24/2020,Gun Violence Town Hall,Hassock St Far Rockaway,40.608628,-73.753042
696,8/15/2020,Rock Safe Streets Peace Caravan,1551 Hassock Street,40.608814,-73.752803
697,7/15/2023,Queens Royal Priesthood Summer Saftey Event II,15-44 Hassock Street Far,40.609088,-73.752909
698,3/31/2021,Rock Safe Streets- Peace in Redfern,14-30 Redfern Avenue,40.610876,-73.74909
699,8/5/2021,Rock Safe Streets Shooting Response in Redfern,14-30 Redfern Avenue Far Rockaway,40.610876,-73.74909
700,9/10/2021,Women of  NYCHA,12-50 Redfern Street,40.610931,-73.749018
701,3/27/2021,Stop Violence Against Women,1504 11 Street,40.6116253,-73.7476478
702,11/6/2021,Women of NYCHAA DV Series,1504 11 Street Far Rockaway,40.6116253,-73.7476478
703,1/28/2021,Broad Channel Civic Association February Meeting,209 Cross Bay Blvd,40.6136871,-73.8211834
704,10/22/2020,Broad Channel Civic Assoc,,40.6158335,-73.8213213
705,12/3/2020,Broad Channel Civic Association Meeting,,40.6158335,-73.8213213
706,9/8/2022,New Terminal One Groundbreaking at JFK,,40.6446245,-73.7797035
707,9/3/2023,Hamilton Beach Baby Parade,,40.6495988,-73.8277349
708,3/19/2023,St. Joseph's Day Celebration in Howard Beach,163-45 Cross Bay Boulevard Howard Beach,40.651156,-73.837534
709,3/20/2023,113 Precinct Council Meeting,163-45 Cross Bay Boulevard Howard Beach,40.651156,-73.837534
710,4/4/2024,Community Board 10 Meeting,163-15 Cross Bay Blvd. Howard Beach,40.651917,-73.83778
711,5/2/2024,Community Board 10 Meeting,163-15 Cross Bay Blvd. Howard Beach,40.651917,-73.83778
712,6/5/2024,Community Board 10 Meeting,163-15 Cross Bay Blvd in Howard Beach,40.651917,-73.83778
713,1/5/2023,Comunity Board 10 Monthly Meeting,163-15 Cross Bay Blvd Howard Beach,40.651917,-73.83778
714,9/7/2023,Community Board 10 Meeting,163-15 Cross Bay Blvd Howard Beach,40.651917,-73.83778
715,12/1/2022,Community Board 10 Meeting,163-15 Cross Bay Boulevard Howard Beach,40.651917,-73.83778
716,1/4/2024,Community Board 10 Meeting,,40.651952,-73.8377963
